"x";"y";"t"
7;1;"2014-01-01 06:08:43"
7;13;"2014-01-01 06:08:43"
2;25;"2014-01-01 06:08:49"
2;23;"2014-01-01 06:08:49"
2;7;"2014-01-01 06:08:49"
14;27;"2014-01-01 06:08:51"
47;7;"2014-01-01 06:08:53"
47;5;"2014-01-01 06:08:53"
3;11;"2014-01-01 06:08:53"
3;47;"2014-01-01 06:08:53"
3;22;"2014-01-01 06:08:53"
47;22;"2014-01-01 06:08:54"
47;11;"2014-01-01 06:08:54"
47;4;"2014-01-01 06:08:54"
47;15;"2014-01-01 06:08:54"
47;27;"2014-01-01 06:08:54"
9;6;"2014-01-01 06:08:59"
9;7;"2014-01-01 06:08:59"
9;4;"2014-01-01 06:08:59"
9;10;"2014-01-01 06:08:59"
1;11;"2014-01-01 06:09:05"
1;9;"2014-01-01 06:09:05"
1;5;"2014-01-01 06:09:05"
11;17;"2014-01-01 06:09:05"
11;22;"2014-01-01 06:09:05"
11;8;"2014-01-01 06:09:07"
11;7;"2014-01-01 06:09:07"
11;1;"2014-01-01 06:09:07"
11;15;"2014-01-01 06:09:07"
16;22;"2014-01-01 06:09:22"
16;1;"2014-01-01 06:09:22"
16;8;"2014-01-01 06:09:22"
16;9;"2014-01-01 06:09:22"
19;21;"2014-01-01 06:09:22"
19;24;"2014-01-01 06:09:22"
19;56;"2014-01-01 06:09:22"
19;2;"2014-01-01 06:09:22"
15;7;"2014-01-01 06:09:26"
15;8;"2014-01-01 06:09:26"
56;27;"2014-01-01 06:09:27"
56;10;"2014-01-01 06:09:27"
56;5;"2014-01-01 06:09:29"
56;6;"2014-01-01 06:09:29"
56;13;"2014-01-01 06:09:29"
56;7;"2014-01-01 06:09:29"
56;9;"2014-01-01 06:09:29"
56;19;"2014-01-01 06:09:31"
56;21;"2014-01-01 06:09:31"
61;4;"2014-01-01 06:09:33"
61;19;"2014-01-01 06:09:33"
61;21;"2014-01-01 06:09:33"
56;25;"2014-01-01 06:09:33"
25;5;"2014-01-01 06:09:34"
8;20;"2014-01-01 06:09:34"
8;1;"2014-01-01 06:09:34"
8;16;"2014-01-01 06:09:34"
8;13;"2014-01-01 06:09:34"
20;21;"2014-01-01 06:09:35"
20;56;"2014-01-01 06:09:35"
20;25;"2014-01-01 06:09:35"
5;6;"2014-01-01 06:09:35"
5;27;"2014-01-01 06:09:35"
5;56;"2014-01-01 06:09:35"
5;2;"2014-01-01 06:09:35"
5;23;"2014-01-01 06:09:35"
22;1;"2014-01-01 06:09:36"
22;6;"2014-01-01 06:09:36"
22;56;"2014-01-01 06:09:36"
27;23;"2014-01-01 06:09:37"
27;22;"2014-01-01 06:09:37"
27;12;"2014-01-01 06:09:37"
27;1;"2014-01-01 06:09:37"
22;9;"2014-01-01 06:09:38"
22;8;"2014-01-01 06:09:38"
22;12;"2014-01-01 06:09:38"
22;4;"2014-01-01 06:09:38"
22;21;"2014-01-01 06:09:38"
24;47;"2014-01-01 06:09:47"
24;4;"2014-01-01 06:09:47"
24;20;"2014-01-01 06:09:51"
24;8;"2014-01-01 06:09:51"
24;15;"2014-01-01 06:09:51"
23;8;"2014-01-01 06:10:01"
23;1;"2014-01-01 06:10:01"
23;14;"2014-01-01 06:10:01"
23;12;"2014-01-01 06:10:01"
23;19;"2014-01-01 06:10:03"
23;6;"2014-01-01 06:10:03"
23;21;"2014-01-01 06:10:03"
23;27;"2014-01-01 06:10:03"
12;5;"2014-01-01 06:10:04"
12;10;"2014-01-01 06:10:04"
12;19;"2014-01-01 06:10:04"
12;8;"2014-01-01 06:10:04"
6;2;"2014-01-01 06:10:09"
6;10;"2014-01-01 06:10:09"
6;8;"2014-01-01 06:10:09"
6;25;"2014-01-01 06:10:09"
6;21;"2014-01-01 06:10:09"
6;19;"2014-01-01 06:10:09"
10;6;"2014-01-01 06:10:12"
10;7;"2014-01-01 06:10:12"
10;25;"2014-01-01 06:10:12"
10;11;"2014-01-01 06:10:12"
10;8;"2014-01-01 06:10:12"
43;45;"2014-01-01 06:10:25"
13;11;"2014-01-01 06:10:30"
13;56;"2014-01-01 06:10:33"
13;9;"2014-01-01 06:10:33"
13;8;"2014-01-01 06:10:33"
13;20;"2014-01-01 06:10:33"
13;3;"2014-01-01 06:10:33"
13;4;"2014-01-01 06:10:33"
4;21;"2014-01-01 06:10:34"
4;5;"2014-01-01 06:10:34"
4;56;"2014-01-01 06:10:34"
4;6;"2014-01-01 06:10:34"
7;20;"2014-01-01 06:10:37"
7;21;"2014-01-01 06:10:37"
7;6;"2014-01-01 06:10:37"
7;19;"2014-01-01 06:10:37"
14;15;"2014-01-01 06:10:42"
14;56;"2014-01-01 06:10:42"
3;19;"2014-01-01 06:10:43"
3;45;"2014-01-01 06:10:43"
9;8;"2014-01-01 06:10:50"
9;1;"2014-01-01 06:10:50"
2;1;"2014-01-01 06:10:50"
2;8;"2014-01-01 06:10:50"
2;61;"2014-01-01 06:10:50"
2;6;"2014-01-01 06:10:50"
2;11;"2014-01-01 06:10:53"
47;13;"2014-01-01 06:10:55"
47;56;"2014-01-01 06:10:55"
47;19;"2014-01-01 06:10:55"
47;3;"2014-01-01 06:10:55"
47;61;"2014-01-01 06:10:55"
47;17;"2014-01-01 06:10:55"
2;27;"2014-01-01 06:10:56"
1;8;"2014-01-01 06:11:08"
1;18;"2014-01-01 06:11:08"
1;19;"2014-01-01 06:11:08"
1;25;"2014-01-01 06:11:08"
11;3;"2014-01-01 06:11:08"
11;10;"2014-01-01 06:11:08"
19;11;"2014-01-01 06:11:14"
19;20;"2014-01-01 06:11:14"
15;4;"2014-01-01 06:11:18"
15;47;"2014-01-01 06:11:18"
15;22;"2014-01-01 06:11:18"
15;2;"2014-01-01 06:11:18"
15;9;"2014-01-01 06:11:18"
56;3;"2014-01-01 06:11:22"
56;15;"2014-01-01 06:11:22"
8;5;"2014-01-01 06:11:26"
61;17;"2014-01-01 06:11:27"
61;22;"2014-01-01 06:11:27"
61;24;"2014-01-01 06:11:27"
61;15;"2014-01-01 06:11:27"
61;3;"2014-01-01 06:11:27"
5;3;"2014-01-01 06:11:27"
5;1;"2014-01-01 06:11:27"
5;25;"2014-01-01 06:11:27"
22;2;"2014-01-01 06:11:28"
22;25;"2014-01-01 06:11:28"
22;7;"2014-01-01 06:11:28"
25;14;"2014-01-01 06:11:28"
25;15;"2014-01-01 06:11:28"
25;23;"2014-01-01 06:11:28"
25;13;"2014-01-01 06:11:28"
27;47;"2014-01-01 06:11:34"
27;9;"2014-01-01 06:11:34"
27;6;"2014-01-01 06:11:34"
20;19;"2014-01-01 06:11:36"
20;1;"2014-01-01 06:11:36"
20;2;"2014-01-01 06:11:36"
20;7;"2014-01-01 06:11:36"
27;17;"2014-01-01 06:11:37"
27;8;"2014-01-01 06:11:37"
27;7;"2014-01-01 06:11:37"
20;16;"2014-01-01 06:11:39"
20;27;"2014-01-01 06:11:39"
20;47;"2014-01-01 06:11:39"
20;23;"2014-01-01 06:11:39"
20;9;"2014-01-01 06:11:39"
24;3;"2014-01-01 06:11:40"
24;61;"2014-01-01 06:11:40"
20;13;"2014-01-01 06:11:42"
20;5;"2014-01-01 06:11:42"
20;6;"2014-01-01 06:11:42"
12;15;"2014-01-01 06:11:56"
12;47;"2014-01-01 06:11:56"
12;14;"2014-01-01 06:11:56"
23;25;"2014-01-01 06:11:58"
23;5;"2014-01-01 06:11:58"
23;47;"2014-01-01 06:11:58"
10;47;"2014-01-01 06:12:02"
10;4;"2014-01-01 06:12:02"
10;15;"2014-01-01 06:12:02"
10;27;"2014-01-01 06:12:02"
6;5;"2014-01-01 06:12:03"
6;9;"2014-01-01 06:12:03"
7;2;"2014-01-01 06:12:26"
7;22;"2014-01-01 06:12:26"
7;8;"2014-01-01 06:12:26"
7;25;"2014-01-01 06:12:27"
13;14;"2014-01-01 06:12:28"
13;2;"2014-01-01 06:12:28"
13;45;"2014-01-01 06:12:28"
13;23;"2014-01-01 06:12:28"
4;24;"2014-01-01 06:12:28"
4;20;"2014-01-01 06:12:28"
4;11;"2014-01-01 06:12:28"
14;11;"2014-01-01 06:12:39"
14;13;"2014-01-01 06:12:39"
14;23;"2014-01-01 06:12:39"
14;19;"2014-01-01 06:12:42"
14;18;"2014-01-01 06:12:42"
14;5;"2014-01-01 06:12:42"
47;23;"2014-01-01 06:12:46"
47;21;"2014-01-01 06:12:46"
3;2;"2014-01-01 06:12:47"
3;6;"2014-01-01 06:12:47"
3;9;"2014-01-01 06:12:47"
9;22;"2014-01-01 06:12:47"
9;16;"2014-01-01 06:12:47"
2;10;"2014-01-01 06:12:48"
2;22;"2014-01-01 06:12:48"
2;47;"2014-01-01 06:12:48"
2;17;"2014-01-01 06:12:48"
2;15;"2014-01-01 06:12:48"
9;19;"2014-01-01 06:12:50"
9;21;"2014-01-01 06:12:50"
9;11;"2014-01-01 06:12:50"
9;2;"2014-01-01 06:12:50"
11;23;"2014-01-01 06:12:59"
11;27;"2014-01-01 06:12:59"
16;2;"2014-01-01 06:13:04"
19;8;"2014-01-01 06:13:04"
19;5;"2014-01-01 06:13:04"
1;20;"2014-01-01 06:13:07"
1;21;"2014-01-01 06:13:07"
1;24;"2014-01-01 06:13:07"
1;6;"2014-01-01 06:13:07"
15;3;"2014-01-01 06:13:08"
15;13;"2014-01-01 06:13:08"
15;6;"2014-01-01 06:13:08"
15;23;"2014-01-01 06:13:08"
61;47;"2014-01-01 06:13:16"
61;25;"2014-01-01 06:13:16"
61;8;"2014-01-01 06:13:16"
5;7;"2014-01-01 06:13:17"
5;8;"2014-01-01 06:13:17"
25;11;"2014-01-01 06:13:20"
25;19;"2014-01-01 06:13:20"
25;56;"2014-01-01 06:13:20"
25;21;"2014-01-01 06:13:20"
25;7;"2014-01-01 06:13:20"
25;3;"2014-01-01 06:13:20"
8;47;"2014-01-01 06:13:21"
8;12;"2014-01-01 06:13:21"
8;14;"2014-01-01 06:13:21"
8;45;"2014-01-01 06:13:21"
8;27;"2014-01-01 06:13:21"
8;17;"2014-01-01 06:13:21"
56;24;"2014-01-01 06:13:22"
56;20;"2014-01-01 06:13:22"
8;20;"2014-01-01 06:13:24"
22;19;"2014-01-01 06:13:27"
22;6;"2014-01-01 06:13:27"
22;11;"2014-01-01 06:13:27"
22;13;"2014-01-01 06:13:27"
22;27;"2014-01-01 06:13:29"
22;12;"2014-01-01 06:13:29"
22;14;"2014-01-01 06:13:29"
22;23;"2014-01-01 06:13:29"
22;4;"2014-01-01 06:13:29"
22;16;"2014-01-01 06:13:29"
22;17;"2014-01-01 06:13:29"
22;8;"2014-01-01 06:13:31"
22;2;"2014-01-01 06:13:31"
22;3;"2014-01-01 06:13:31"
22;21;"2014-01-01 06:13:31"
27;56;"2014-01-01 06:13:33"
27;4;"2014-01-01 06:13:33"
27;3;"2014-01-01 06:13:33"
27;10;"2014-01-01 06:13:33"
27;24;"2014-01-01 06:13:33"
20;15;"2014-01-01 06:13:34"
20;56;"2014-01-01 06:13:34"
20;19;"2014-01-01 06:13:34"
20;3;"2014-01-01 06:13:34"
45;9;"2014-01-01 06:13:38"
45;3;"2014-01-01 06:13:38"
45;2;"2014-01-01 06:13:38"
45;27;"2014-01-01 06:13:38"
45;47;"2014-01-01 06:13:38"
45;23;"2014-01-01 06:13:38"
45;4;"2014-01-01 06:13:38"
24;5;"2014-01-01 06:13:41"
24;22;"2014-01-01 06:13:41"
24;11;"2014-01-01 06:13:41"
24;47;"2014-01-01 06:13:41"
12;21;"2014-01-01 06:13:46"
18;45;"2014-01-01 06:13:48"
18;14;"2014-01-01 06:13:48"
18;13;"2014-01-01 06:13:48"
18;21;"2014-01-01 06:13:48"
18;3;"2014-01-01 06:13:48"
18;12;"2014-01-01 06:13:48"
18;10;"2014-01-01 06:13:48"
18;22;"2014-01-01 06:13:48"
23;20;"2014-01-01 06:13:50"
6;18;"2014-01-01 06:13:52"
6;11;"2014-01-01 06:13:52"
6;45;"2014-01-01 06:13:55"
6;4;"2014-01-01 06:13:55"
6;61;"2014-01-01 06:13:55"
6;17;"2014-01-01 06:13:55"
6;27;"2014-01-01 06:13:55"
6;47;"2014-01-01 06:13:55"
10;35;"2014-01-01 06:13:57"
4;9;"2014-01-01 06:14:17"
4;12;"2014-01-01 06:14:17"
4;47;"2014-01-01 06:14:17"
13;17;"2014-01-01 06:14:20"
13;5;"2014-01-01 06:14:20"
13;19;"2014-01-01 06:14:20"
7;27;"2014-01-01 06:14:22"
7;18;"2014-01-01 06:14:22"
7;9;"2014-01-01 06:14:24"
7;11;"2014-01-01 06:14:25"
7;47;"2014-01-01 06:14:26"
7;17;"2014-01-01 06:14:26"
7;23;"2014-01-01 06:14:26"
7;61;"2014-01-01 06:14:26"
7;27;"2014-01-01 06:14:29"
14;27;"2014-01-01 06:14:38"
14;8;"2014-01-01 06:14:38"
14;4;"2014-01-01 06:14:38"
14;10;"2014-01-01 06:14:38"
2;61;"2014-01-01 06:14:39"
2;3;"2014-01-01 06:14:39"
2;9;"2014-01-01 06:14:39"
3;18;"2014-01-01 06:14:41"
3;24;"2014-01-01 06:14:41"
3;8;"2014-01-01 06:14:41"
3;7;"2014-01-01 06:14:41"
3;20;"2014-01-01 06:14:41"
47;4;"2014-01-01 06:14:43"
47;11;"2014-01-01 06:14:43"
3;47;"2014-01-01 06:14:43"
3;25;"2014-01-01 06:14:43"
47;24;"2014-01-01 06:14:46"
47;25;"2014-01-01 06:14:46"
47;8;"2014-01-01 06:14:46"
47;3;"2014-01-01 06:14:46"
9;3;"2014-01-01 06:14:46"
9;24;"2014-01-01 06:14:46"
9;56;"2014-01-01 06:14:46"
9;7;"2014-01-01 06:14:46"
1;12;"2014-01-01 06:14:56"
1;14;"2014-01-01 06:14:56"
1;23;"2014-01-01 06:14:56"
11;8;"2014-01-01 06:14:56"
11;24;"2014-01-01 06:14:56"
11;21;"2014-01-01 06:14:58"
11;45;"2014-01-01 06:14:58"
11;20;"2014-01-01 06:14:58"
11;2;"2014-01-01 06:14:58"
11;19;"2014-01-01 06:14:58"
1;3;"2014-01-01 06:15:01"
1;17;"2014-01-01 06:15:04"
1;19;"2014-01-01 06:15:04"
1;8;"2014-01-01 06:15:04"
1;9;"2014-01-01 06:15:08"
1;22;"2014-01-01 06:15:08"
16;18;"2014-01-01 06:15:08"
16;10;"2014-01-01 06:15:08"
16;19;"2014-01-01 06:15:08"
16;15;"2014-01-01 06:15:08"
19;22;"2014-01-01 06:15:08"
19;24;"2014-01-01 06:15:08"
19;21;"2014-01-01 06:15:08"
19;27;"2014-01-01 06:15:08"
25;24;"2014-01-01 06:15:10"
15;19;"2014-01-01 06:15:12"
15;25;"2014-01-01 06:15:12"
56;14;"2014-01-01 06:15:12"
56;22;"2014-01-01 06:15:12"
56;23;"2014-01-01 06:15:12"
56;45;"2014-01-01 06:15:12"
56;47;"2014-01-01 06:15:12"
56;27;"2014-01-01 06:15:12"
8;61;"2014-01-01 06:15:14"
8;19;"2014-01-01 06:15:14"
8;16;"2014-01-01 06:15:14"
5;20;"2014-01-01 06:15:21"
5;18;"2014-01-01 06:15:21"
61;2;"2014-01-01 06:15:23"
61;20;"2014-01-01 06:15:23"
61;23;"2014-01-01 06:15:23"
20;23;"2014-01-01 06:15:25"
20;25;"2014-01-01 06:15:25"
20;21;"2014-01-01 06:15:25"
22;7;"2014-01-01 06:15:27"
27;20;"2014-01-01 06:15:27"
27;47;"2014-01-01 06:15:27"
27;11;"2014-01-01 06:15:27"
27;14;"2014-01-01 06:15:27"
27;2;"2014-01-01 06:15:27"
27;22;"2014-01-01 06:15:27"
27;21;"2014-01-01 06:15:27"
22;1;"2014-01-01 06:15:28"
22;25;"2014-01-01 06:15:28"
22;9;"2014-01-01 06:15:28"
22;19;"2014-01-01 06:15:28"
45;19;"2014-01-01 06:15:28"
45;22;"2014-01-01 06:15:28"
45;10;"2014-01-01 06:15:30"
45;11;"2014-01-01 06:15:30"
18;17;"2014-01-01 06:15:40"
18;11;"2014-01-01 06:15:40"
18;15;"2014-01-01 06:15:40"
24;23;"2014-01-01 06:15:42"
24;25;"2014-01-01 06:15:42"
24;6;"2014-01-01 06:15:42"
23;45;"2014-01-01 06:15:45"
24;15;"2014-01-01 06:15:47"
24;27;"2014-01-01 06:15:47"
24;8;"2014-01-01 06:15:47"
23;10;"2014-01-01 06:15:47"
23;17;"2014-01-01 06:15:47"
23;9;"2014-01-01 06:15:47"
23;11;"2014-01-01 06:15:47"
12;17;"2014-01-01 06:15:50"
24;2;"2014-01-01 06:15:50"
24;7;"2014-01-01 06:15:50"
6;24;"2014-01-01 06:15:50"
6;5;"2014-01-01 06:15:50"
6;10;"2014-01-01 06:15:50"
6;22;"2014-01-01 06:15:50"
6;12;"2014-01-01 06:15:50"
6;8;"2014-01-01 06:15:50"
6;15;"2014-01-01 06:15:50"
6;4;"2014-01-01 06:15:56"
6;2;"2014-01-01 06:15:56"
6;19;"2014-01-01 06:15:56"
6;18;"2014-01-01 06:15:56"
6;13;"2014-01-01 06:15:56"
6;45;"2014-01-01 06:15:59"
6;23;"2014-01-01 06:15:59"
6;16;"2014-01-01 06:15:59"
6;10;"2014-01-01 06:16:01"
6;21;"2014-01-01 06:16:01"
6;56;"2014-01-01 06:16:01"
4;5;"2014-01-01 06:16:06"
4;43;"2014-01-01 06:16:06"
4;25;"2014-01-01 06:16:06"
10;13;"2014-01-01 06:16:09"
10;7;"2014-01-01 06:16:09"
10;21;"2014-01-01 06:16:09"
10;15;"2014-01-01 06:16:09"
10;8;"2014-01-01 06:16:09"
10;1;"2014-01-01 06:16:09"
13;15;"2014-01-01 06:16:15"
13;56;"2014-01-01 06:16:17"
13;61;"2014-01-01 06:16:17"
13;12;"2014-01-01 06:16:17"
13;8;"2014-01-01 06:16:17"
13;24;"2014-01-01 06:16:17"
13;25;"2014-01-01 06:16:17"
7;3;"2014-01-01 06:16:26"
7;45;"2014-01-01 06:16:26"
14;45;"2014-01-01 06:16:32"
14;15;"2014-01-01 06:16:32"
14;22;"2014-01-01 06:16:32"
2;16;"2014-01-01 06:16:33"
2;8;"2014-01-01 06:16:33"
2;12;"2014-01-01 06:16:33"
9;1;"2014-01-01 06:16:40"
9;12;"2014-01-01 06:16:40"
9;4;"2014-01-01 06:16:40"
9;15;"2014-01-01 06:16:40"
9;47;"2014-01-01 06:16:40"
47;10;"2014-01-01 06:16:42"
47;9;"2014-01-01 06:16:42"
47;5;"2014-01-01 06:16:42"
47;16;"2014-01-01 06:16:42"
3;43;"2014-01-01 06:16:44"
3;56;"2014-01-01 06:16:44"
11;5;"2014-01-01 06:16:54"
16;12;"2014-01-01 06:17:02"
16;27;"2014-01-01 06:17:02"
19;45;"2014-01-01 06:17:02"
19;9;"2014-01-01 06:17:02"
19;23;"2014-01-01 06:17:02"
19;43;"2014-01-01 06:17:05"
19;6;"2014-01-01 06:17:05"
15;17;"2014-01-01 06:17:06"
15;12;"2014-01-01 06:17:06"
15;10;"2014-01-01 06:17:06"
15;11;"2014-01-01 06:17:06"
15;22;"2014-01-01 06:17:06"
16;47;"2014-01-01 06:17:07"
16;4;"2014-01-01 06:17:07"
16;24;"2014-01-01 06:17:07"
16;17;"2014-01-01 06:17:07"
56;17;"2014-01-01 06:17:07"
56;12;"2014-01-01 06:17:07"
1;21;"2014-01-01 06:17:08"
1;20;"2014-01-01 06:17:08"
1;24;"2014-01-01 06:17:08"
1;12;"2014-01-01 06:17:08"
1;11;"2014-01-01 06:17:08"
15;43;"2014-01-01 06:17:09"
15;3;"2014-01-01 06:17:09"
15;7;"2014-01-01 06:17:09"
15;24;"2014-01-01 06:17:09"
56;5;"2014-01-01 06:17:10"
56;9;"2014-01-01 06:17:10"
56;7;"2014-01-01 06:17:10"
56;2;"2014-01-01 06:17:10"
56;3;"2014-01-01 06:17:10"
56;43;"2014-01-01 06:17:10"
56;20;"2014-01-01 06:17:12"
56;14;"2014-01-01 06:17:12"
8;18;"2014-01-01 06:17:13"
8;13;"2014-01-01 06:17:13"
8;24;"2014-01-01 06:17:13"
8;1;"2014-01-01 06:17:13"
8;21;"2014-01-01 06:17:13"
8;43;"2014-01-01 06:17:13"
25;8;"2014-01-01 06:17:14"
25;17;"2014-01-01 06:17:14"
5;4;"2014-01-01 06:17:15"
5;15;"2014-01-01 06:17:15"
5;9;"2014-01-01 06:17:15"
5;47;"2014-01-01 06:17:15"
8;3;"2014-01-01 06:17:15"
8;10;"2014-01-01 06:17:15"
8;4;"2014-01-01 06:17:15"
8;23;"2014-01-01 06:17:17"
8;2;"2014-01-01 06:17:17"
8;12;"2014-01-01 06:17:17"
8;7;"2014-01-01 06:17:17"
8;45;"2014-01-01 06:17:17"
61;22;"2014-01-01 06:17:18"
5;23;"2014-01-01 06:17:18"
5;6;"2014-01-01 06:17:18"
5;56;"2014-01-01 06:17:18"
5;21;"2014-01-01 06:17:18"
20;17;"2014-01-01 06:17:19"
20;11;"2014-01-01 06:17:19"
61;27;"2014-01-01 06:17:20"
61;21;"2014-01-01 06:17:20"
61;19;"2014-01-01 06:17:20"
61;7;"2014-01-01 06:17:20"
61;25;"2014-01-01 06:17:20"
22;2;"2014-01-01 06:17:22"
22;20;"2014-01-01 06:17:22"
61;24;"2014-01-01 06:17:23"
61;17;"2014-01-01 06:17:23"
45;25;"2014-01-01 06:17:24"
45;21;"2014-01-01 06:17:24"
45;2;"2014-01-01 06:17:24"
45;17;"2014-01-01 06:17:24"
45;12;"2014-01-01 06:17:26"
45;20;"2014-01-01 06:17:26"
45;24;"2014-01-01 06:17:26"
45;15;"2014-01-01 06:17:26"
45;8;"2014-01-01 06:17:26"
61;11;"2014-01-01 06:17:28"
18;27;"2014-01-01 06:17:30"
18;6;"2014-01-01 06:17:30"
27;5;"2014-01-01 06:17:30"
27;25;"2014-01-01 06:17:30"
27;1;"2014-01-01 06:17:33"
27;8;"2014-01-01 06:17:33"
27;16;"2014-01-01 06:17:33"
27;10;"2014-01-01 06:17:33"
27;56;"2014-01-01 06:17:33"
27;4;"2014-01-01 06:17:33"
27;24;"2014-01-01 06:17:33"
27;20;"2014-01-01 06:17:34"
27;17;"2014-01-01 06:17:34"
27;45;"2014-01-01 06:17:34"
61;13;"2014-01-01 06:17:34"
61;9;"2014-01-01 06:17:34"
27;15;"2014-01-01 06:17:36"
27;22;"2014-01-01 06:17:36"
27;19;"2014-01-01 06:17:36"
27;5;"2014-01-01 06:17:36"
23;12;"2014-01-01 06:17:37"
23;47;"2014-01-01 06:17:37"
23;7;"2014-01-01 06:17:37"
23;4;"2014-01-01 06:17:37"
23;43;"2014-01-01 06:17:37"
23;15;"2014-01-01 06:17:37"
24;22;"2014-01-01 06:17:42"
24;21;"2014-01-01 06:17:42"
24;56;"2014-01-01 06:17:42"
12;15;"2014-01-01 06:17:44"
12;9;"2014-01-01 06:17:44"
12;24;"2014-01-01 06:17:44"
12;47;"2014-01-01 06:17:44"
12;4;"2014-01-01 06:17:44"
12;21;"2014-01-01 06:17:47"
12;2;"2014-01-01 06:17:47"
12;11;"2014-01-01 06:17:47"
12;16;"2014-01-01 06:17:47"
6;5;"2014-01-01 06:17:58"
6;14;"2014-01-01 06:17:58"
6;43;"2014-01-01 06:17:58"
6;9;"2014-01-01 06:17:58"
10;12;"2014-01-01 06:18:01"
10;16;"2014-01-01 06:18:01"
10;47;"2014-01-01 06:18:01"
10;3;"2014-01-01 06:18:01"
6;22;"2014-01-01 06:18:01"
6;47;"2014-01-01 06:18:01"
6;17;"2014-01-01 06:18:01"
6;20;"2014-01-01 06:18:01"
4;22;"2014-01-01 06:18:02"
4;2;"2014-01-01 06:18:02"
4;7;"2014-01-01 06:18:02"
4;3;"2014-01-01 06:18:02"
10;19;"2014-01-01 06:18:03"
10;5;"2014-01-01 06:18:03"
10;56;"2014-01-01 06:18:03"
10;23;"2014-01-01 06:18:03"
4;10;"2014-01-01 06:18:04"
4;23;"2014-01-01 06:18:04"
4;8;"2014-01-01 06:18:04"
4;19;"2014-01-01 06:18:04"
10;18;"2014-01-01 06:18:05"
10;13;"2014-01-01 06:18:05"
10;17;"2014-01-01 06:18:05"
10;24;"2014-01-01 06:18:05"
10;45;"2014-01-01 06:18:05"
4;61;"2014-01-01 06:18:06"
4;47;"2014-01-01 06:18:06"
4;17;"2014-01-01 06:18:06"
13;9;"2014-01-01 06:18:07"
13;17;"2014-01-01 06:18:07"
13;21;"2014-01-01 06:18:07"
2;20;"2014-01-01 06:18:22"
2;56;"2014-01-01 06:18:22"
2;10;"2014-01-01 06:18:26"
2;43;"2014-01-01 06:18:26"
2;7;"2014-01-01 06:18:26"
43;22;"2014-01-01 06:18:29"
43;8;"2014-01-01 06:18:29"
43;5;"2014-01-01 06:18:29"
43;11;"2014-01-01 06:18:29"
43;9;"2014-01-01 06:18:29"
43;17;"2014-01-01 06:18:29"
7;15;"2014-01-01 06:18:32"
7;5;"2014-01-01 06:18:32"
7;22;"2014-01-01 06:18:32"
7;4;"2014-01-01 06:18:32"
14;56;"2014-01-01 06:18:35"
14;11;"2014-01-01 06:18:35"
14;6;"2014-01-01 06:18:35"
14;47;"2014-01-01 06:18:35"
3;13;"2014-01-01 06:18:35"
3;27;"2014-01-01 06:18:35"
47;45;"2014-01-01 06:18:36"
47;14;"2014-01-01 06:18:36"
47;18;"2014-01-01 06:18:36"
47;15;"2014-01-01 06:18:36"
47;43;"2014-01-01 06:18:36"
14;16;"2014-01-01 06:18:39"
9;18;"2014-01-01 06:18:43"
9;22;"2014-01-01 06:18:43"
9;27;"2014-01-01 06:18:46"
9;14;"2014-01-01 06:18:46"
9;45;"2014-01-01 06:18:46"
9;2;"2014-01-01 06:18:46"
9;17;"2014-01-01 06:18:46"
11;47;"2014-01-01 06:18:48"
11;56;"2014-01-01 06:18:48"
11;43;"2014-01-01 06:18:48"
56;25;"2014-01-01 06:19:04"
56;24;"2014-01-01 06:19:04"
56;10;"2014-01-01 06:19:04"
56;23;"2014-01-01 06:19:04"
56;4;"2014-01-01 06:19:04"
19;2;"2014-01-01 06:19:06"
19;8;"2014-01-01 06:19:06"
19;11;"2014-01-01 06:19:06"
19;5;"2014-01-01 06:19:06"
56;8;"2014-01-01 06:19:06"
56;19;"2014-01-01 06:19:06"
56;9;"2014-01-01 06:19:06"
25;18;"2014-01-01 06:19:08"
25;23;"2014-01-01 06:19:08"
25;20;"2014-01-01 06:19:08"
25;11;"2014-01-01 06:19:08"
16;7;"2014-01-01 06:19:08"
16;22;"2014-01-01 06:19:08"
20;24;"2014-01-01 06:19:08"
20;43;"2014-01-01 06:19:08"
56;3;"2014-01-01 06:19:09"
56;6;"2014-01-01 06:19:09"
56;14;"2014-01-01 06:19:09"
56;45;"2014-01-01 06:19:09"
1;26;"2014-01-01 06:19:10"
15;56;"2014-01-01 06:19:10"
15;19;"2014-01-01 06:19:10"
25;45;"2014-01-01 06:19:11"
25;14;"2014-01-01 06:19:11"
25;13;"2014-01-01 06:19:11"
25;10;"2014-01-01 06:19:11"
25;22;"2014-01-01 06:19:11"
20;4;"2014-01-01 06:19:11"
20;22;"2014-01-01 06:19:11"
20;23;"2014-01-01 06:19:11"
20;15;"2014-01-01 06:19:11"
20;10;"2014-01-01 06:19:11"
20;45;"2014-01-01 06:19:11"
8;5;"2014-01-01 06:19:13"
8;20;"2014-01-01 06:19:13"
8;43;"2014-01-01 06:19:13"
8;22;"2014-01-01 06:19:13"
1;14;"2014-01-01 06:19:14"
1;23;"2014-01-01 06:19:14"
1;16;"2014-01-01 06:19:14"
8;25;"2014-01-01 06:19:15"
8;19;"2014-01-01 06:19:15"
8;1;"2014-01-01 06:19:15"
8;11;"2014-01-01 06:19:15"
8;15;"2014-01-01 06:19:15"
5;19;"2014-01-01 06:19:19"
5;3;"2014-01-01 06:19:19"
5;1;"2014-01-01 06:19:19"
